535530635aefb0555ba4351f	152
53897eeeafddf70c91af1cda	1059
53c8f05046188e57778ac77c	111
544b079d1280fa28eee9b380	1315
54ab85ff509baf3e966f7f2a	191
54bdf18039b8c045f118936a	1271
5525ebeb3056e817e9ccba1d	776
552f840fcea30816e52aabcf	1600
554b114fff561a1235152554	140
556fbe8595528719e004fa27	222
55754db131308d19e9cfcfee	129
5576b706edb2391a06372f71	600
5577faf03cef83230c39d0c3	408
5578fe96893ec31c0ad635e6	643
55a3818f65bfcb406995a2a5	958
55ac4e9fc21d2e406f4b90b7	466
55acbdf8ed44704872df93e2	511
55c181dee7f48f42252fb7ff	158
563707b0e5be09157176fe80	617
56396e7c37b94b100592b93b	172
56553387a03eee0826acb151	1315
5656be5c8f5f02126fd6babc	246
56791dffae318651873663c2	57
567cb0925ff12c4829f07dfb	1194
56975d088b70437255bf8af8	445
569de6363e68eb0d85e0cded	567
56a88f23e726b165ec424c94	211
56ab07ee59a6820f0a29f468	705
56f0dab6277db57b2a18e14e	1029
56f640b461d6cf68cb5c5d83	937
56fc8fb110d0170f68dcc789	1013
56fe70b837c44740638391a6	502
5707400fae8c9365ccb888bd	99
571adeab62cce546f1a46bc0	2559
572981a997dc5f5d3c5f0651	286
57416238fc6f7d5d698f3c9f	106
574eaac76283f860b772ba47	225
574ff29cb4b28660d9f94d3f	1243
575f968e71c7c161e321f107	45
57639e8824841762459c5e5c	1372
5763e16461221c639c5ec734	1030
576ba1eb7f3351084cd0b578	1210
5780938ff1ab1f1146be7dd1	238
579c11beaa8aa377f926b2ea	1736
57a940f74b2a7418992a07f4	131
57ccc65975aea72c65411bc6	211
57cfd9cc1640562050e48bec	630
57d25f8877ba9b045e02cd12	1404
57d3bc906cfeb9135f44ded5	335
57eccd2865007e1903d250d8	416
57f70798531e39192c0db8e6	272
5801bf9ef22bef78458987d8	944
5809ab4aa964b43cbe7b19ef	960
5840d0503d6ce66bf4ff84e0	176
584e5c5190e8175031339254	344
586f25ca9365e96fd0d1c09f	436
587347296dd28e71b1c9d289	247
587dc542c334b3508f79d68b	1147
588392e43d29014fabb85dad	141
588c54fb6661e84246a8aa71	150
5892e3b0da200f71bcec426e	1329
58940d436a0d3d5da4e95a38	1077
5899205070782c519e2d8738	414
589d7bc5b72e7c1397b8b5d2	27
58aae24ddd127b534be35ae8	77
58b7dc3133b0bd5914a62c90	776
58ca99f931a345532b684d7e	95
58d3459c7379b159c406b360	274
58d5c37dd3af5b54ebb74d56	820
58db2a4eca5fec55a2b176a8	80
58df3eb809730e54ddd932ca	2789
58e0f38f9bf29f55183efd0d	782
58e6e016b5b91e192b207346	47
58e85a652ab02a1908608ab8	354
58eeefc901ba331d47ca05d8	43
58f5ebbc9895db01c700c615	1137
590c2cf4ff4b3e7b335e6a7e	440
59115cdde048527c7195b49f	681
5919b96486a1694f4fbcfa12	353
591a98617e26c61eceb2a581	82
591c1155b9317f274dbaac86	550
591c6e86681f5f27332330ce	764
591e8dcf49043a6ea25b1a31	7
5923db899009d70e4319514f	140
